FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
le fils de roi sauta par la fenêtre du haut de la tour:,SAUTER FENETRE TOUR SAUTER,FILS ROI FENETRE HAUT TOUR SAUTER ,['Past'],,and in his agony he sprang from the tower:,129,,
"il ne se tua pas; mais s'il sauva sa vie,",MOURIR NON MAIS SAUVER LUI,PAS PAS TUER VIE SAUVER ,['Pres']['Pres'],,"he escaped with life,",130,,
il perdit les yeux en tombant au milieu des épines;,TOMBER EPINE CREVER YEUX,YEUX MILIEU EPINES PERDRE TOMBER ,['Past']['Pres'],,but the thorns on which he fell put out his eyes.,131,,
"et il erra, désormais aveugle, dans la forêt,",MAINTENANT ERRER DANS FORET AVEUGLE,ERRER DESORMAIS AVEUGLE FORET ,['Pres'],,"Then he wandered blind through the wood,",132,,
"se nourrissant de fruits sauvages et de racines,",MANGER FRUIT SAUVAGE RACINES,FRUITS SAUVAGES NOURRIR RACINES ,['Pres'],,"eating nothing but roots and berries,",133,,
pleurant et se lamentant sans cesse,PLEURE PLEURE PLEURE PLEURE,PLEURANT CESSE LAMENTER ,['Pres'],,and doing nothing but lament and weep ,134,,
sur la perte de sa femme bien-aimée.,MOI PERDRE MA FEMME,PERTE FEMME BIEN-AIMER ,['Past'],,for the loss of his dearest wife.,135,,
Le malheureux erra ainsi pendant quelques années jusqu’à ce que finalement,ERRER LONGTEMPS QUAND,AINSI FINALEMENT MALHEUREUX ANNEES ERRER ,['Fut'],,So he wandered several years in misery until at last,136,,
"il arriva à l'endroit désert où vivait Raiponce avec les deux enfants qu'elle avait mis au monde,",LUI ARRIVER LIEU VIDE LA VIVRE RAIPONCE AVEC DEUX ENFANT ELLE NAITRE,DEUX ENDROIT RAIPONCE ENFANTS MONDE ARRIVER DESERT VIVRE METTRE ,['Pres']['Past']['Imp']['Imp']['Past'],,"he came to the desert place where Rapunzel lived with her twin-children that she had borne,",137,,
un garçon et une fille.,GARCON FILLE,GARCON FILLE ,<unk>,,a boy and a girl.,138,,
"Il avait entendu une voix qu'il lui sembla connaître,",LUI ENTENDRE VOIX CONNAITRE,VOIX SEMBLA ENTENDRE CONNAITRE ,['Imp']['Past'],,"At first he heard a voice that he thought he knew,",139,,
"et tout en tâtonnant, il s'avança vers elle. Raiponce le reconnut alors",TATONNER MARCHER RAIPONCE RECONNAITRE LUI,TATONNER AVANCER ALORS RAIPONCE RECONNUT ,['Pres'],,"and when he reached the place from which it seemed to come Rapunzel knew him,",140,,
et lui sauta au cou en pleurant.,COURIR EMBRASSER,SAUTA COU PLEURER ,['Pres'],,and fell on his neck and wept.,141,,
"Deux de ses larmes ayant touché ses yeux, ",RAIPONCE PLEURER LARMES TOMBER FILS ROI YEUX,LARMES YEUX TOUCHER ,['Pres']['Past'],,"And when her tears touched his eyes they became clear again,",142,,
"le fils de roi recouvra complètement la vue,",SOIGNER YEUX RETROUVER VUE,COMPLETEMENT FILS ROI VUE RECOUVRER ,['Fut'],,and he could see with them as well as ever.,143,,
"et il ramena sa bien-aimée dans son royaume,",LUI RAMENER ROYAUME,BIEN-AIMEE ROYAUME RAMENER ,['Past'],,"Then he took her to his kingdom,",144,,
où ils furent accueillis avec des transports de joie,PERSONNE ACCUEILLIR CONTENT,TRANSPORTS JOIE ACCUEILLIR ,['Past']['Past'],,"where he was received with great joy,",145,,
"et vécurent heureux désormais pendant de longues, longues années de bonheur.",TOUS LES DEUX VIVRE HEUREUX LONGTEMPS,DESORMAIS VECURENT HEUREUX LONGUES LONGUES ANNEES BONHEUR ,<unk>,,and there they lived long and happily.,146,,
