FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"Il prit les têtes de mort, s'installa à son tour et en fit de vraies boules.",,,,,Then he took the skulls and put them in the lathe and turned them till they were round.,277,,
"Comme ça elles rouleront mieux, dit-il.",,,,,"There, now, they will roll better! said he.",278,,
En avant! On va rire!,,,,,Hurrah! Now it goes merrily!,279,,
Il joua et perdit un peu de son argent.,,,,,"He played with them and lost some of his money,",280,,
"Quand sonna une heure, tout avait disparu.",,,,,"but when it struck twelve, everything vanished from his sight.",281,,
"Au matin, le roi vint aux renseignements.",,,,,Next morning the King came to inquire after him.,282,,
Que t'est-il arrivé cette fois-ci? demanda-t-il.,,,,,How has it fared with you this time? asked he.,283,,
"J'ai joué aux quilles, répondit le garçon, et j'ai perdu quelques deniers.",,,,,"I have been playing at nine-pins, he answered, and have lost a couple of farthings.",284,,
Tu n'as donc pas eu peur?,,,,,Hast thou not shuddered then?,285,,
"Eh! non! dit-il,",,,,,"Eh, what? said he,",286,,
je me suis amusé!,,,,,I have made merry.,287,,
Si seulement je savais frissonner!,,,,,If I did but know what it was to shudder!,288,,
"La troisième nuit, il s'assit à nouveau sur son tour et dit tristement:",,,,,"The third night he sat down again on his bench and said quite sadly,",289,,
Si seulement je pouvais frissonner!,,,,,If I could but shudder.,290,,
"Quand il commença à se faire tard,",,,,,"When it grew late,",291,,
six hommes immenses entrèrent dans la pièce portant un cercueil.,,,,,six tall men came in and brought a coffin.,292,,
"Hi! Hi! Hi! dit le garçon,",,,,,"Then said he, Ha, ha,",293,,
voilà sûrement mon petit cousin qui est mort il y a quelques jours seulement.,,,,,"that is certainly my little cousin, who died only a few days ago,",294,,
"Du doigt, il fit signe au cercueil et s'écria:",,,,,"and he beckoned with his finger, and cried Come,",295,,
"Viens, petit cousin, viens!",,,,,"little cousin, come.",296,,
Les hommes posèrent la bière sur le sol;,,,,,"They placed the coffin on the ground,",297,,
il s'en approcha et souleva le couvercle.,,,,,"but he went to it and took the lid off,",298,,
Un mort y était allongé.,,,,,and a dead man lay therein.,299,,
Il lui toucha le visage.,,,,,"He felt his face,",300,,
Il était froid comme de la glace.,,,,,but it was cold as ice.,301,,
"Attends, dit-il, je vais te réchauffer un peu.",,,,,"Stop, said he, I will warm thee a little,",302,,
"Il alla près du feu, s'y réchauffa la main et la posa sur la figure du mort.",,,,,"and went to the fire and warmed his hand and laid it on the dead man's face,",303,,
Mais celui-ci restait tout froid.,,,,,but he remained cold.,304,,
"Alors il le sortit du cercueil,",,,,,"Then he took him out,",305,,
s'assit près du feu et l'installa sur ses genoux en lui frictionnant les bras pour rétablir la circulation du sang.,,,,,and sat down by the fire and laid him on his breast and rubbed his arms that the blood might circulate again.,306,,
"Comme cela ne servait à rien,",,,,,"As this also did no good,",307,,
il songea tout à coup qu'il suffit d'être deux dans un lit pour avoir chaud.,,,,,"he thought to himself When two people lie in bed together, they warm each other,",308,,
"Il porta le cadavre sur le lit,",,,,,"and carried him to the bed,",309,,
le recouvrit et s'allongea à ses côtés.,,,,,covered him over and lay down by him.,310,,
"Au bout d'un certain temps,",,,,,After a short time,311,,
le mort se réchauffa et commença à bouger.,,,,,"the dead man became warm too, and began to move",312,,
"Tu vois, petit cousin, dit le jeune homme,",,,,,"Then said the youth, See, little cousin, ",313,,
ne t'ai-je pas bien réchauffé?,,,,,have I not warmed thee?,314,,
"Mais le mort, alors, se leva et s'écria:",,,,,"The dead man, however, got up and cried, ",315,,
"Maintenant, je vais t'étrangler!",,,,,Now will I strangle thee.,316,,
"De quoi! dit le garçon, c'est comme ça que tu me remercies?",,,,,"What! said he, is that the way thou thankest me?",317,,
Retourne au cercueil!,,,,,"Thou shalt at once go into thy coffin again,",318,,
"Il le ceintura, et le jeta dans la bière en refermant le couvercle.",,,,,"and he took him up, threw him into it, and shut the lid.",319,,
Les six hommes arrivèrent alors et l'emportèrent.,,,,,Then came the six men and carried him away again.,320,,
"Je ne réussis pas à frissonner, dit-il.",,,,,"I cannot manage to shudder, said he.",321,,
Ce n'est décidément pas ici que je l'apprendrai.,,,,,I shall never learn it here as long as I live.,322,,
À ce moment précis entra un homme plus grand que tous les autres et qui avait une mine effrayante.,,,,,"Then a man entered who was taller than all others, and looked terrible.",323,,
Il était vieux et portait une longue barbe blanche.,,,,,"He was old, however, and had a long white beard.",324,,
"Pauvre diable, lui dit-il,",,,,,"Thou wretch, cried he, ",325,,
tu ne tarderas pas à savoir ce que c'est que de frissonner:,,,,,"thou shalt soon learn what it is to shudder,",326,,
tu vas mourir!,,,,,for thou shalt die.,327,,
Pas si vite! répondit le garçon.,,,,,"Not so fast, replied the youth. ",328,,
"Pour que je meure,",,,,,"If I am to die,",329,,
il faudrait d'abord que vous me teniez.,,,,,I shall have to have a say in it.,330,,
Je finirai bien par t'avoir!,,,,,"I will soon seize thee,",331,,
dit le monstrueux bonhomme.,,,,,said the fiend.,332,,
"Tout doux, tout doux! ne te gonfle pas comme ça!",,,,,"Softly, softly, do not talk so big.",333,,
je suis aussi fort que toi.,,,,,"I am as strong as thou art,",334,,
Et même bien plus fort!,,,,,and perhaps even stronger.,335,,
"C'est ce qu'on verra, dit le vieux.",,,,,"We shall see, said the old man.",336,,
"Si tu es plus fort que moi, je te laisserai partir.",,,,,"If thou art stronger, I will let thee go come, ",337,,
"Viens, essayons!",,,,,we will try.,338,,
"Il le conduisit par un sombre passage dans une forge,",,,,,"Then he led him by dark passages to a smith's forge,",339,,
"prit une hache et d'un seul coup, enfonça une enclume dans le sol.",,,,,"took an axe, and with one blow struck an anvil into the ground.",340,,
"Je ferai mieux, dit le jeune homme en s'approchant d'une autre enclume.",,,,,"I can do better than that, said the youth, and went to the other anvil.",341,,
"Le vieux se plaça à côté de lui,",,,,,"The old man placed himself near and wanted to look on,",342,,
laissant pendre sa barbe blanche.,,,,,and his white beard hung down.,343,,
"Le garçon prit la hache,",,,,,"Then the youth seized the axe,",344,,
fendit l'enclume d'un seul coup et y coinça la barbe du vieux.,,,,,"split the anvil with one blow, and struck the old man's beard in with it.",345,,
"Et voilà! je te tiens! dit-il, à toi de mourir maintenant!",,,,,"Now I have thee, said the youth. Now it is thou who will have to die.",346,,
Il saisit une barre de fer et se mit à rouer de coups le vieux jusqu'à ce que celui-ci éclatât en lamentations et le suppliât de s'arrêter en lui promettant mille trésors.,,,,,"Then he seized an iron bar and beat the old man till he moaned and entreated him to stop, and he would give him great riches.",347,,
"Le jeune homme débloqua la hache et libéra le vieux qui le reconduisit au château et lui montra, dans une cave, trois caisses pleines d'or.",,,,,"The old man led him back into the castle, and in a cellar showed him three chests full of gold.",348,,
"Il y en a une pour les pauvres,",,,,,"Of these, said he, one part is for the poor,",349,,
"une pour le roi et la troisième sera pour toi, lui dit-il.",,,,,"the other for the king, the third is thine.",350,,
"Sur quoi, une heure sonna et le méchant esprit disparut.",,,,,"In the meantime it struck twelve, and the spirit disappeared;",351,,
Le garçon se trouvait au milieu d'une profonde obscurité.,,,,,"the youth, therefore, was left in darkness.",352,,
"Il faudra bien que je m'en sorte, dit-il.",,,,,"I shall still be able to find my way out, said he,",353,,
"Il tâtonna autour de lui,",,,,,"and felt about,",354,,
retrouva le chemin de sa chambre et s'endormit auprès de son feu.,,,,,"found the way into the room, and slept there by his fire.",355,,
"Au matin, le roi arriva et dit:",,,,,Next morning the King came and said,356,,
"Alors, as-tu appris à frissonner?",,,,,Now thou must have learnt what shuddering is?,357,,
"Non, répondit le garçon, je ne sais toujours pas.",,,,,"No, he answered; what can it be?",358,,
J'ai vu mon cousin mort et un homme barbu est venu qui m'a montré beaucoup d'or.,,,,,"My dead cousin was here, and a bearded man came and showed me a great deal of money down below,",359,,
Mais personne ne m'a dit ce que signifie frissonner.,,,,,but no one told me what it was to shudder.,360,,
Le roi dit alors:,,,,,"Then, said the King,",361,,
Tu as libéré le château de ses fantômes et tu épouseras ma fille.,,,,,"thou hast delivered the castle, and shalt marry my daughter.",362,,
"Bonne chose! répondit-il, mais je ne sais toujours pas frissonner.",,,,,"That is all very well, said he, but still I do not know what it is to shudder.",363,,
On alla chercher l'or et les noces furent célébrées.,,,,,Then the gold was brought up and the wedding celebrated;,364,,
Mais le jeune roi continuait à dire:,,,,,"but howsoever much the young king loved his wife, and however happy he was, he still said always",365,,
"Si seulement j'avais peur,",,,,,If I could but shudder,366,,
si seulement je pouvais frissonner!,,,,,If I could but shudder.,367,,
La reine finit par en être contrariée.,,,,,And at last she was angry at this.,368,,
Sa camériste dit: Je vais l'aider à frissonner!,,,,,"Her waiting-maid said, I will find a cure for him;",369,,
Je vais l'aider à frissonner!,,,,,he shall soon learn what it is to shudder.,370,,
Elle se rendit sur les bords du ruisseau qui coulait dans le jardin et se fit donner un plein seau de goujons.,,,,,"She went out to the stream which flowed through the garden, and had a whole bucketful of gudgeons brought to her.",371,,
"Durant la nuit, alors que son époux dormait,",,,,,"At night when the young king was sleeping,",372,,
"la princesse retira les couvertures et versa sur lui l'eau et les goujons,",,,,,"his wife was to draw the clothes off him and empty the bucketful of cold water with the gudgeons in it over him,",373,,
si bien que les petits poissons frétillaient tout autour de lui.,,,,,so that the little fishes would sprawl about him.,374,,
Il s'éveilla et cria:,,,,,"When this was done, he woke up and cried",375,,
"Ah! comme je frissonne, chère femme!",,,,,"Oh, what makes me shudder so? What makes me shudder so, dear wife?",376,,
"Ah! Oui, maintenant je sais ce que c'est que de frissonner.",,,,,Ah! now I know what it is to shudder!,377,,
