FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN,NUM,SECOND_FR,SECOND_EN
"au même moment ils revinrent à la vie,",,,,,"on which they became whole again immediately,",268,,
"et se remirent à sauter et à jouer,",,,,,"and jumped about, and went on playing",269,,
comme si rien n'était arrivé.,,,,,as if nothing had happened.,270,,
Le roi était plein de joie.,,,,,"Then the King was full of joy,",271,,
"Quand il entendit revenir la reine, il fit cacher Jean et les enfants dans une grande armoire.",,,,,and when he saw the Queen coming he hid Faithful John and the two children in a great cupboard.,272,,
"Lorsqu'elle entra,",,,,,"When she entered, ",273,,
il lui demanda: As-tu prié à l'église?,,,,,"he said to her, Hast thou been praying in the church?",274,,
"Oui, répondit-elle,",,,,,"Yes, answered she,",275,,
"et j'ai constamment pensé au fidèle Jean, si malheureux à cause de nous.",,,,,but I have constantly been thinking of Faithful John and what misfortune has befallen him through us.,276,,
"Chère femme, dit-il nous pouvons lui rendre la vie,",,,,,"Then said he, Dear wife, we can give him his life again,",277,,
mais il nous en coûtera celle de nos deux fils.,,,,,"but it will cost us our two little sons, whom we must sacrifice.",278,,
La reine pâlit et son coeur se serra;,,,,,"The Queen turned pale, and her heart was full of terror,",279,,
cependant elle répondit:,,,,,"but she said, ",280,,
Nous lui devons ce sacrifice à cause de son dévouement.,,,,,"We owe it to him, for his great fidelity.",281,,
"Le roi, charmé de voir qu'elle avait pensé comme lui,",,,,,"Then the King was rejoiced that she thought as he had thought,",282,,
alla ouvrir l'armoire et fit sortir le fidèle Jean et les deux enfants:,,,,,"and went and opened the cupboard, and brought forth Faithful John and the children,",283,,
"Dieu soit loué! ajouta-t-il, il est délivré, et nous avons nos fils.",,,,,"and said, God be praised, he is delivered, and we have our little sons again also,",284,,
Et il raconta à la reine tout ce qui s'était passé.,,,,,and told her how everything had occurred.,285,,
Et ils vécurent tous heureux ensemble jusqu'à la fin.,,,,,Then they dwelt together in much happiness until their death.,286,,
