FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN
et le petit chevreuil partit joyeux dans la forêt.,CHEVREUIL JOYEUX FORET GALOPER,PETIT CHEVREUIL PARTIT JOYEUX FORET ,<unk>,,"and the fawn bounded away into the forest, well and merry."
"Quand le roi le vit, il dit à ses chasseurs:",ROI APERCEVOIR LUI ROI DIRE VOUS CHASSEUR,ROI VOIR CHASSEURS DIRE ,['Pres']['Pres'],,"When the King saw him, he said to his hunters,"
"Poursuivez-le sans répit tout le jour,",SUIVRE LUI TOUTE JOURNEE,TOUT POURSUIVEZ REPIT JOUR ,<unk>,,"Now, follow him up all day long till the night comes,"
mais que personne ne lui fasse de mal!,MAIS PERSONNE BLESSER LUI,PAS MAL PERSONNE FAIRE ,['Pres']['Pres'],,and see that you do him no hurt.
"Quand le soleil fut couché,",SOLEIL COUCHE,SOLEIL COUCHER ,['Past']['Past'],,"So as soon as the sun had gone down,"
il dit à l'un des chasseurs:,ROI DIRE CHASSEUR,CHASSEURS DIRE ,['Pres'],,the King said to the huntsmen:
Maintenant tu vas me montrer la petite maison!,MAINTENANT TOI MONTRER MAISON,MAINTENANT PAS PETITE MAISON MONTRER ,,,"Now, come and show me the little house in the wood."
"Quand il fut devant la porte, il frappa ",ARRIVER PORTE MAISON CHASSEUR PORTE FRAPPER,PORTE FRAPPER ,['Past']['Fut'],,"And when he got to the door he knocked at it,"
"et dit: Soeurette, laisse-moi entrer!",CHASSEUR DIRE MA SOEUR S'IL TE PLAIT LAISSER MOI ENTRER,DIRE SOEURETTE LAISSE ENTRER ,['Past']['Pres'],,"and cried, Little sister, let me in!"
La porte s'ouvrit et le roi entra.,PORTE OUVRIR ROI ENTRER,PORTE OUVRIR ROI ENTRA ,['Past'],,"Then the door opened, and the King went in,"
Il aperçut une jeune fille si belle qu'il n'en avait jamais vu de pareille.,ROI VOIR FILLE BELLE JAMAIS VOIR AUTRE PLUS BELLE QU'ELLE,PAS PAS JEUNE FILLE BELLE PAREILLE APERCEVOIR VOIR ,['Pres']['Imp']['Past'],,and there stood a maiden more beautiful than any he had seen before.
"Quand elle vit que ce n'était pas le chevreuil, mais un homme portant une couronne d'or sur la tête qui entrait, elle prit peur.",FILLE VOIR PAS CHEVREUIL MAIS GRAND HOMME COURONNE PORTER TETE ENTRER FILLE PEUR,PAS PAS CHEVREUIL VOIR HOMME COURONNE OR TETE PORTER ENTRER PEUR PRENDRE ,['Pres']['Imp']['Pres']['Imp']['Pres'],,"The maiden shrieked out when she saw, instead of the fawn, a man standing there with a gold crown on his head."
"Mais le roi la regardait avec amitié, lui tendit la main ",ROI REGARDER FILLE TENDREMENT MAIN TENDRE,ROI AMITIE REGARDER MAIN TENDRE ,['Imp']['Pres'],,"But the King looked kindly on her, took her by the hand,"
et dit: Veux-tu venir à mon château et devenir ma femme?,ROI DIRE TOI VOULOIR DEVENIR MA FEMME?,DIRE VEUX - CHATEAU VENIR FEMME DEVENIR ,['Past'],,"and said, Will you go with me to my castle, and be my dear wife?"
"Oh! oui, répondit la jeune fille,",FILLE REPONDRE OUI OUI!,OUI JEUNE FILLE REPONDRE ,['Pres'],,"Oh yes, answered the maiden,"
"mais il faut que le chevreuil vienne avec moi,",MAIS CHEVREUIL VENIR AVEC MOI,CHEVREUIL FALLOIR VENIR ,['Pres']['Pres'],,but the fawn must come too.
je ne l'abandonnerai pas.,MOI PAS ABANDONNER LUI,PAS PAS ABANDONNER ,['Fut'],,I could not leave him.
Le roi dit: Il restera avec toi aussi longtemps que tu vivras ,ROI REPONDRE LUI RESTER AVEC TOI JUSQU’À TOI MOURIR,ROI DIRE TOI AUSSI LONGTEMPS RESTER VIVRE ,['Past']['Fut'],,"And the King said, He shall remain with you as long as you live,"
et il ne manquera de rien.,LUI MANQUER PAS,PAS MANQUER ,['Fut'],,and shall lack nothing.
"Au même instant, le chevreuil arriva.",MEME TEMPS CHEVREUIL ARRIVER,MEME INSTANT CHEVREUIL ARRIVER ,['Pres'],,"Then the fawn came bounding in,"
"Soeurette lui passa sa laisse et,",SOEUR LAISSE ACCROCHER,SOEURETTE LAISSE PASSER ,['Pres'],,"and the sister tied the cord of rushes to him,"
"la tenant elle-même à la main, quitta la petite maison.",LAISSE TENIR MAIN MAISON QUITTER,MAIN TENIR PETITE MAISON QUITTER ,['Pres']['Fut'],,and led him by her own hand out of the little house.
Le roi prit la jeune fille sur son cheval,ROI FILLE MONTER CHEVAL,ROI JEUNE FILLE CHEVAL PRENDRE ,['Pres'],,"The King put the beautiful maiden on his horse,"
et la conduisit dans son château,MARCHER CHÂTEAU ROI,CONDUISIT CHATEAU ,<unk>,,"and carried her to his castle,"
où leurs noces furent célébrées en grande pompe.,DEUX MARIER FETE,NOCES GRANDE POMPE CELEBRER ,['Past']['Past'],,where the wedding was held with great pomp;
Soeurette devint donc altesse royale,SOEUR DEVENIR REINE,DONC SOEURETTE ALTESSE ROYALE DEVENIR ,['Pres'],,"so she became lady Queen,"
et ils vécurent ensemble et heureux de longues années durant.,DEUX VIVRE HEUREUX LONGTEMPS ENSEMBLE,ENSEMBLE VIVRE HEUREUX LONGUES ANNEES ,['Pres'],,and they lived together happily for a long while;
On était aux petits soins pour le chevreuil,CHEVREUIL PETIT SOIN,PETITS SOINS CHEVREUIL ,['Imp'],,"the fawn was well tended and cherished,"
qui avait tout loisir de gambader dans le parc clôturé.,PARC CLOTURE CHEVREUIL GAMBADER,LOISIR PARC AVOIR GAMBADER CLOTURER ,['Imp']['Past'],,and he gambolled about the castle garden.
"Cependant, la marâtre méchante,",MAIS MECHANTE BELLE MERE ,CEPENDANT MARATRE MECHANTE ,<unk>,,"Now the wicked stepmother,"
"à cause de qui les enfants étaient partis par le monde,",A CAUSE ELLE ENFANT PARTIR,CAUSE ENFANTS MONDE PARTIR ,['Imp']['Past'],,"whose fault it was that the children were driven out into the world,"
s'imaginait que Soeurette avait été mangée par les bêtes sauvages de la forêt,ELLE IMAGINER SOEUR ANIMAUX MANGER ELLE,SOEURETTE BETES SAUVAGES FORET IMAGINER MANGER ,['Imp']['Imp']['Past']['Past'],,"never dreamed but that the sister had been eaten up by wild beasts in the forest,"
"et que Frérot,",AUSSI FRERE,FREROT ,<unk>,,"and that the brother,"
"transformé en chevreuil,",TRANSFORMER CHEVREUIL,CHEVREUIL TRANSFORMER ,['Past'],,"in the likeness of a fawn,"
avait été tué par les chasseurs.,CHASSEUR TUER LUI,CHASSEURS TUER ,['Imp']['Past']['Past'],,had been slain by the hunters.
"Quand elle apprit que tous deux vivaient heureux,",MAIS QUAND ELLE APPRENDRE TOUS DEUX VIVRE HEUREUX,DEUX VIVAIENT TOUS HEUREUX APPRENDRE ,['Pres'],,"But when she heard that they were so happy,"
l'envie et la jalousie remplirent son coeur,ELLE JALOUSE ENERVEE,ENVIE JALOUSIE COEUR REMPLIR ,['Pres'],,"jealousy and envy arose in her heart,"
et ne la laissèrent plus en repos.,PLUS DORMIR,PAS PLUS LAISSERENT REPOS ,<unk>,,"and left her no peace,"
Elle n'avait d'autre idée en tête que de les rendre malgré tout malheureux.,ELLE PENSER FAUT DEUX MALHEUREUX  ,PAS AUTRE IDEE TETE MALHEUREUX AVOIR RENDRE ,['Imp'],,and her chief thought was how to bring misfortune upon them.
"Et sa véritable fille, qui était laide comme la nuit",SA VRAI FILLE ELLE LAIDE,VERITABLE FILLE NUIT LAIDE ,['Imp']['Pres'],,"Her own daughter, who was as ugly as sin,"
"et n'avait qu'un oeil,",RESTER UN OEIL,PAS QU' OEIL AVOIR ,['Imp'],,"and had only one eye, complained to her,"
"lui faisait des reproches, disant: C'est moi qui aurais dû devenir reine!",FILLE REPROCHER NORMALEMENT MOI REINE ,REPROCHES FAIRE DIRE DU REINE DEVENIR ,['Imp']['Pres']['Pres']['Imp'],,"and said, I never had the chance of being a Queen."
Sois tranquille! disait la vieille.,VIEILLE DIRE CALME TOI,TRANQUILLE VIEILLE DIRE ,['Imp'],,"Never mind, said the old woman, to satisfy her;"
"Lorsque le moment viendra,",MEILLEUR MOMENT,MOMENT VIENDRA ,<unk>,,"when the time comes,"
je m'en occuperai.,MOI OCCUPER,OCCUPERAI ,<unk>,,I shall be at hand.
Le temps passa et la reine mit au monde un beau petit garçon.,ANNEE PASSER REINE NAITRE BEAU PETIT GARCON,TEMPS PASSA REINE MONDE BEAU PETIT GARCON METTRE ,['Past'],,"After a while the Queen brought a beautiful baby-boy into the world,"
Le roi était justement à la chasse.,ROI MEME MOMENT CHASSE,JUSTEMENT ROI CHASSE ,['Imp'],,and that day the King was out hunting.
"La vieille sorcière prit l'apparence d'une camériste,",SORCIERE TRANSFORMER SERVANTE,VIEILLE SORCIERE APPARENCE CAMERISTE PRENDRE ,['Pres'],,"The old witch took the shape of the bedchamber woman,"
pénétra dans la chambre où se trouvait la reine,ENTRER CHAMBRE LA REINE,CHAMBRE REINE PENETRER TROUVER ,['Fut']['Imp'],,"and went into the room where the Queen lay,"
et lui dit:,ELLE DIRE,DIRE ,['Pres'],,"and said to her,"
"Venez, votre bain est prêt.",VOTRE BAIN PRÊT,VENEZ BAIN PRET ,['Pres'],,"Come, the bath is ready;"
Il vous fera du bien et vous donnera des forces nouvelles.,DONNER BIEN FORCE,BIEN FAIRE FORCES NOUVELLES DONNER ,['Fut']['Fut'],,it will give you refreshment and new strength.
Faites vite avant que l'eau ne refroidisse.,VITE AVANT EAU FROIDE,VITE PAS EAU FAIRE REFROIDIR ,['Pres'],,"Quick, or it will be cold."
Sa fille était également dans la place.,FILLE SORCIERE LA AUSSI,EGALEMENT FILLE PLACE ,['Imp'],,"Her daughter was within call,"
Elles portèrent la reine affaiblie dans la salle de bains,DEUX PORTER REINE JUSQU’À SALLE DE BAIN,BAINS REINE SALLE PORTER AFFAIBLIR ,['Imp']['Past'],,"so they carried the sick Queen into the bath-room,"
et la déposèrent dans la baignoire. Puis elles fermèrent la porte à clef et s'en allèrent.,POSER REINE DANS BAIN PORTE FERMER CLE DEUX PARTIR,DEPOSERENT BAIGNOIRE PORTE CLEF FERMER ALLERENT ,['Imp'],,and left her there.
"Dans la salle de bains, elles avaient allumé un feu d'enfer,",DEUX DANS SALLE DE BAIN ALLUMER FEU FORT,BAINS SALLE FEU ENFER ALLUMER ,['Imp']['Past'],,"And in the bath-room they had made a great fire,"
pensant que la reine étoufferait rapidement.,DEUX PENSER REINE ETOUFFER,RAPIDEMENT REINE PENSER ETOUFFER ,['Pres']['Imp'],,so as to suffocate the beautiful young Queen.
"Ayant agi ainsi,",ALORS,AINSI ,['Pres'],,"When that was managed,"
la vieille coiffa sa fille d'un béguin,SORCIERE COIFFER SA FILLE COMME REINE,VIEILLE COIFFA FILLE BEGUIN ,<unk>,,"the old woman took her daughter, put a cap on her,"
"et la fit coucher dans le lit, à la place de la reine",ELLE METTRE SA FILLE DANS LIT A LA PLACE REINE,FIT LIT COUCHER PLACE REINE ,['Past'],,"and laid her in the bed in the Queen's place,"
dont elle lui avait donné la taille et l'apparence.,SORCIER SORT SA FILLE DEVENIR REINE,TAILLE DONNER APPARENCE ,['Imp']['Past'],,"gave her also the Queen's form and countenance,"
Mais elle n'avait pu remplacer oeil qui lui manquait.,MAIS OEIL MANQUE PAS REMPLACER,PAS OEIL POUVOIR REMPLACER MANQUER ,['Imp']['Past']['Imp'],,only she could not restore the lost eye.
"Pour que le roi ne s'en aperçût pas,",IDEE ROI PAS VOIR,PAS PAS ROI APERCEVOIR ,['Past'],,"So, in order that the King might not remark it,"
elle lui ordonna de se coucher sur le côté où elle n'avait pas oeil.,SORCIER ORDONNER FILLE COUCHER COTE MANQUE OEIL,PAS PAS COTE OEIL ORDONNER COUCHER ,['Past']['Imp'],,she had to lie on the side where there was no eye.
"Le soir, quand le roi revint et apprit qu'un fils lui était né,",SOIR ROI REVENIR LUI APPRENDRE FILS NE,SOIR ROI REVINT FILS APPRENDRE NAITRE ,['Past']['Imp']['Past'],,"In the evening, when the King came home and heard that a little son was born to him,"
il se réjouit en son coeur,LUI CONTENT,COEUR REJOUIR ,['Pres'],,"he rejoiced with all his heart,"
et voulut se rendre auprès de sa chère épouse pour prendre de ses nouvelles.,VITE VOIR SA FEMME POUR SAVOIR NOUVELLE,AUPRES CHERE EPOUSE NOUVELLES VOULOIR RENDRE PRENDRE ,['Imp'],,and was going at once to his dear wife's bedside to see how she did.
La vieille s'écria aussitôt:,VIEILLE CRIER LUI,AUSSITOT VIEILLE ECRIER ,['Past'],,"Then the old woman cried hastily,"
Prenez bien garde de laisser les rideaux tirés;,ATTENTION LAISSER RIDEAU TIRER,BIEN PRENEZ GARDE RIDEAUX LAISSER TIRER ,['Past'],,"For your life, do not draw back the curtains, to let in the light upon her;"
la reine ne doit voir aucune lumière elle doit se reposer!,REINE INTERDIT VOIR LUMIERE ELLE REPOSER,PAS REINE LUMIERE DEVOIR VOIR DEVOIR REPOSER ,['Pres']['Pres'],,she must be kept quiet. 
Le roi se retira. ,ROI PARTIR,ROI RETIRER ,['Fut'],,"So the King went away,"
Il ne vit pas qu'une fausse reine était couchée dans le lit.,ROI PAS SE RENDRE COMPE FAUSSE REINE DANS LIT,PAS PAS FAUSSE REINE LIT VOIR COUCHER ,['Pres']['Imp']['Past'],,and never knew that a false Queen was lying in the bed.
"Quand vint minuit et que tout fut endormi,",MINUIT TOUT LE MONDE ENDORMIR,VINT MINUIT ENDORMIR ,['Past']['Past'],,"Now, when it was midnight, and every one was asleep,"
"la nourrice, qui se tenait auprès du berceau dans la chambre d'enfant et qui seule veillait encore,",NOURRICE A COTE BERCEAU SURVEILLER BEBE PAS DORMIR,NOURRICE AUPRES BERCEAU CHAMBRE ENFANT TENIR ENCORE SEULE VEILLER ,['Imp']['Imp'],,"the nurse, who was sitting by the cradle in the nursery and watching there alone,"
vit la porte s'ouvrir,ELLE VOIR PORTE OUVRIR,PORTE VOIR OUVRIR ,['Pres'],,"saw the door open, "
et la vraie reine entrer.,VRAI REINE ENTRER,VRAIE REINE ENTRER ,,,and the true Queen come in.
"Elle sortit l'enfant du berceau,",REINE BEBE SORTIR,ENFANT BERCEAU SORTIR ,['Pres'],,"She took the child out of the cradle, "
le prit dans ses bras et lui donna à boire.,BEBE BRAS BOIRE DONNER,PRIT BRAS DONNER BOIRE ,['Past'],,"laid it in her bosom, and fed it."
"Puis elle tapota son oreiller,",OREILLER TAPOTER,OREILLER TAPOTER ,['Pres'],,"Then she shook out its little pillow,"
"le recoucha, le couvrit et étendit le couvre-pieds.",BEBE POSER BERCEAU COUVRIR,RECOUCHA COUVRIT COUVRE-PIEDS ETENDRE ,['Past'],,"put the child back again, and covered it with the coverlet."
"Elle n'oublia pas non plus le petit chevreuil,",REINE PAS OUBLIER CHEVREUIL,PAS OUBLIA PAS NON PLUS PETIT CHEVREUIL ,<unk>,,She did not forget the fawn either: 
s'approcha du coin où il dormait ,CHEVREUIL DORMIR ELLE S'APPROCHER,APPROCHA COIN DORMIR ,['Imp'],,"she went to him where he lay in the corner,"
et le caressa.,ELLE CARESSER LUI,CARESSA ,<unk>,,and stroked his back tenderly.
"Puis, sans bruit, elle ressortit",RESSORTIR SANS BRUIT,BRUIT RESSORTIR ,['Past'],,"Then she went in perfect silence out at the door,"
"et, le lendemain matin, lorsque la nourrice demanda aux gardes s'ils n'avaient vu personne entrer au château durant la nuit,",LENDEMAIN MATIN NOURRICE DEMANDER GARDE VOUS VOIR PERSONNE ENTRER DANS CHÂTEAU NUIT,LENDEMAIN MATIN PAS NOURRICE DEMANDA GARDES PERSONNE CHATEAU NUIT VOIR ENTRER ,['Imp']['Past'],,"and the nurse next morning asked the watchmen if any one had entered the castle during the night,"
"ceux-ci répondirent: Non, nous n'avons vu personne.",GARDE REPONDRE NON NON NOUS VOIR PERSONNE,REPONDRE NON PAS PERSONNE VOIR ,['Pres']['Pres']['Past'],,but they said they had seen no one.
"La reine vint ainsi chaque nuit,",REINE REVENIR CHAQUE NUIT ,AINSI REINE NUIT VENIR ,['Pres'],,"And the Queen came many nights, "
toujours silencieuse.,REINE SILENCIEUSE,TOUJOURS SILENCIEUSE ,<unk>,,and never said a word;
"La nourrice la voyait bien,",NOURRICE VOIR REINE,BIEN NOURRICE VOIR ,['Imp'],,"the nurse saw her always,"
mais elle n'osait en parler à personne.,MAIS NOURRICE PAS OSER DIRE QUELQU'UN,PAS PERSONNE OSER PARLER ,['Imp'],,but she did not dare speak of it to any one.
"Au bout d'un certain temps,",CERTAIN TEMPS,BOUT CERTAIN TEMPS ,<unk>,,"After some time had gone by in this manner,"
la reine commença à parler dans la nuit et dit:,REINE PARLER NUIT DIRE,REINE NUIT COMMENCER PARLER DIRE ,['Pres']['Past'],,"the Queen seemed to find voice, and said one night,"
Que devient mon enfant? Que devient mon chevreuil?,MON ENFANT DEVENIR QUOI ? MON CEHVREUIL DEVENIR QUOI ?,ENFANT CHEVREUIL DEVENIR DEVENIR ,['Pres']['Pres'],,"My child my fawn twice more I come to see,"
Deux fois encore je reviendrai; ensuite plus jamais.,DEUX FOIS MOI REVENIR MAIS APRES JAMAIS REVENIR,DEUX ENCORE FOIS REVENIR ENSUITE PLUS PAS ,['Fut'],,"Twice more I come, and then the end must be."
"La nourrice ne lui répondit pas. Mais quand elle eut disparu,",NOURRICE SE TAIRE MAIS QUAND REINE DISPARAITRE,PAS PAS NOURRICE REPONDRE DISPARAITRE ,['Pres']['Past']['Past'],,"The nurse said nothing, but as soon as the Queen had disappeared"
elle alla trouver le roi et lui raconta tout.,NOURRICE VOIR ROI RACONTER TOUT,ROI ALLER TROUVER TOUT RACONTER ,['Past']['Pres'],,she went to the King and told him all.
"Le roi dit alors: Mon Dieu, que signifie cela?",ROI DIRE MON DIEU MAIS C'EST QUOI CA ?,ALORS ROI DIRE DIEU SIGNIFIER ,['Pres']['Pres'],,"The King said, Ah, heaven! what do I hear!"
Je veillerai la nuit prochaine auprès de l'enfant.,PROCHAINE NUIT MOI VEILLER ENFANT,AUPRES NUIT PROCHAINE ENFANT VEILLER ,['Fut'],,I will myself watch by the child to-morrow night.
"Le soir, il se rendit auprès du berceau",SOIR ROI RESTER A COTE BERCEAU,SOIR AUPRES BERCEAU RENDRE ,['Past'],,"So at evening he went into the nursery,"
"et, à minuit, la reine parut et dit à nouveau:",MINUIT REINE APPROCHER DIRE ,MINUIT REINE PARUT NOUVEAU DIRE ,['Past'],,"and at midnight the Queen appeared, and said,"
Que devient mon enfant? Que devient mon chevreuil?,MON ENFANT DEVENIR QUOI ? MON CEHVREUIL DEVENIR QUOI ?,ENFANT CHEVREUIL DEVENIR DEVENIR ,['Pres']['Pres'],,"My child my fawn once more I come to see,"
Une fois encore je reviendrai ensuite plus jamais.,UNE FOIS MOI REVENIR MAIS APRES JAMAIS REVENIR,ENCORE ENSUITE PLUS PAS FOIS REVENIR ,['Fut'],,"Once more I come, and then the end must be."
Elle s'occupa de l'enfant comme à l'ordinaire avant de disparaître.,EREINE S'OCCUPER ENFANT COMME D'HABITUDE APRES DISPARAITRE,ENFANT ORDINAIRE DISPARAITRE OCCUPER ,['Past'],,"And she tended the child, as she was accustomed to do, before she vanished."
"Le roi n'osa pas lui parler, mais il veilla encore la nuit suivante. De nouveau elle dit:",ROI PAS OSER PARLER MAIS NUIT SUIVANTE LUI VEILLER ENCORE REINE ENCORE DIRE,PAS PAS ROI OSER PARLER ENCORE NUIT SUIVANTE VEILLER NOUVEAU DIRE ,['Past']['Past']['Pres'],,"The King dared not speak to her, but he watched again the following night, and heard her say,"
Que devient mon enfant? Que devient mon chevreuil?,MON ENFANT DEVENIR QUOI ? MON CEHVREUIL DEVENIR QUOI ?,ENFANT CHEVREUIL DEVENIR DEVENIR ,['Pres']['Pres'],,"My child my fawn this once I come to see,"
"Cette fois suis revenue, jamais ne reviendrai.",CE SOIR MOI LA MAIS MOI REVENIR JAMAIS,FOIS REVENIR PAS PAS REVENIR ,['Pres']['Past'],,"This once I come, and now the end must be."
Le roi ne put se contenir. ,ROI PAS SE TAIRE,PAS PAS ROI CONTENIR ,,,"Then the King could contain himself no longer,"
Il s'élança vers elle et dit:,ROI APPROCHER REINE LUI DIRE,ELANCER DIRE ,['Past']['Past'],,"but rushed towards her,"
Tu ne peux être une autre que ma femme bien-aimée!,TOI MA FEMME PAS QUELQU'UN D'AUTRE,PAS AUTRE FEMME POUVOIR BIEN-AIMER ,['Pres']['Past'],,"saying, You are no other than my dear wife!"
"Elle répondit: Oui, je suis ta femme chérie.",REINE REPONDRE OUI MOI TA FEMME,REPONDRE OUI FEMME CHERIE ,['Past']['Pres'],,"Then she answered, Yes, I am your dear wife,"
"Et, en même temps, par la grâce de Dieu,",MEME MOMENT MAGIE,MEME TEMPS GRACE DIEU ,<unk>,,"and in that moment, by the grace of heaven,"
la vie lui revint.,REINE REDEVENIR VIVANTE,VIE REVENIR ,['Past'],,"her life returned to her,"
"Elle était fraîche, rose et en bonne santé.",ELLE FRAICHE ROSE BONNE SANTE,FRAICHE ROSE BONNE SANTE ,['Imp'],,and she was once more well and strong.
Elle raconta alors au roi le crime que la méchante sorcière et sa fille avaient perpétré contre elle.,ELLE RACONTER ROI SORCIERE MECHANTE PLUS SA FILLE TUER ELLE,ALORS ROI CRIME MECHANTE SORCIERE RACONTER FILLE PERPETRER ,['Past']['Imp']['Past'],,Then she told the King the snare that the wicked witch and her daughter had laid for her.
Le roi les fit comparaître toutes deux devant le tribunal ,ROI AMENER SORCIER SA FILLE DEVANT TRIBUNAL,ROI FIT TOUTES TRIBUNAL COMPARAITRE ,,,"The King had them both brought to judgment,"
où on les jugea.,TRIBUNAL JUGER ELLE,JUGEA ,<unk>,,and sentence was passed upon them.
La fille fut conduite dans la forêt ,FILLE AMENER FORET,FILLE FORET CONDUIRE ,['Past']['Past'],,"The daughter was sent away into the wood,"
où les bêtes sauvages la déchirèrent.,ANIMAUX MANGER ELLE,BETES SAUVAGES DECHIRERENT ,<unk>,,"where she was devoured by the wild beasts,"
La sorcière fut jetée au feu,SORCIERE FEU JETER,SORCIERE FEU JETER ,['Past']['Past'],,"and the witch was burned,"
et brûla atrocement.,SORCIER BRULER,ATROCEMENT BRULER ,['Past'],,and ended miserably.
"Quand il n'en resta plus que des cendres, le petit chevreuil se transforma ",FEU SORCIERE DISPARAITRE DEVENIR CENDRE CHEVREUIL TRANSFORMER,PAS PLUS CENDRES RESTER PETIT CHEVREUIL TRANSFORMER ,['Pres']['Pres'],,"And as soon as her body was in ashes the spell was removed from the fawn,"
et retrouva forme humaine.,REDEVENIR HUMAIN,FORME HUMAINE RETROUVER ,['Pres'],,and he took human shape again;
"Soeurette et Frérot vécurent ensuite ensemble,",FRERE SOEUR VIVRE ENSEMBLE,SOEURETTE ENSUITE FREROT VECURENT ENSEMBLE ,<unk>,,and then the sister and brother lived happily
heureux jusqu'à leur mort.,HEREUX JUSQU’À DEUX MORT,HEUREUX MORT ,<unk>,,together until the end.
