FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN
"Il alla près du feu, s'y réchauffa la main et la posa sur la figure du mort.",,,,,"and went to the fire and warmed his hand and laid it on the dead man's face,"
Mais celui-ci restait tout froid.,,,,,but he remained cold.
"Alors il le sortit du cercueil,",,,,,"Then he took him out,"
s'assit près du feu et l'installa sur ses genoux en lui frictionnant les bras pour rétablir la circulation du sang.,,,,,and sat down by the fire and laid him on his breast and rubbed his arms that the blood might circulate again.
"Comme cela ne servait à rien,",,,,,"As this also did no good,"
il songea tout à coup qu'il suffit d'être deux dans un lit pour avoir chaud.,,,,,"he thought to himself When two people lie in bed together, they warm each other,"
"Il porta le cadavre sur le lit,",,,,,"and carried him to the bed,"
le recouvrit et s'allongea à ses côtés.,,,,,covered him over and lay down by him.
"Au bout d'un certain temps,",,,,,After a short time
le mort se réchauffa et commença à bouger.,,,,,"the dead man became warm too, and began to move"
"Tu vois, petit cousin, dit le jeune homme,",,,,,"Then said the youth, See, little cousin, "
ne t'ai-je pas bien réchauffé?,,,,,have I not warmed thee?
"Mais le mort, alors, se leva et s'écria:",,,,,"The dead man, however, got up and cried, "
"Maintenant, je vais t'étrangler!",,,,,Now will I strangle thee.
"De quoi! dit le garçon, c'est comme ça que tu me remercies?",,,,,"What! said he, is that the way thou thankest me?"
Retourne au cercueil!,,,,,"Thou shalt at once go into thy coffin again,"
"Il le ceintura, et le jeta dans la bière en refermant le couvercle.",,,,,"and he took him up, threw him into it, and shut the lid."
Les six hommes arrivèrent alors et l'emportèrent.,,,,,Then came the six men and carried him away again.
"Je ne réussis pas à frissonner, dit-il.",,,,,"I cannot manage to shudder, said he."
Ce n'est décidément pas ici que je l'apprendrai.,,,,,I shall never learn it here as long as I live.
À ce moment précis entra un homme plus grand que tous les autres et qui avait une mine effrayante.,,,,,"Then a man entered who was taller than all others, and looked terrible."
Il était vieux et portait une longue barbe blanche.,,,,,"He was old, however, and had a long white beard."
"Pauvre diable, lui dit-il,",,,,,"Thou wretch, cried he, "
tu ne tarderas pas à savoir ce que c'est que de frissonner:,,,,,"thou shalt soon learn what it is to shudder,"
tu vas mourir!,,,,,for thou shalt die.
Pas si vite! répondit le garçon.,,,,,"Not so fast, replied the youth. "
"Pour que je meure,",,,,,"If I am to die,"
il faudrait d'abord que vous me teniez.,,,,,I shall have to have a say in it.
Je finirai bien par t'avoir!,,,,,"I will soon seize thee,"
dit le monstrueux bonhomme.,,,,,said the fiend.
"Tout doux, tout doux! ne te gonfle pas comme ça!",,,,,"Softly, softly, do not talk so big."
je suis aussi fort que toi.,,,,,"I am as strong as thou art,"
Et même bien plus fort!,,,,,and perhaps even stronger.
"C'est ce qu'on verra, dit le vieux.",,,,,"We shall see, said the old man."
"Si tu es plus fort que moi, je te laisserai partir.",,,,,"If thou art stronger, I will let thee go come, "
"Viens, essayons!",,,,,we will try.
"Il le conduisit par un sombre passage dans une forge,",,,,,"Then he led him by dark passages to a smith's forge,"
"prit une hache et d'un seul coup, enfonça une enclume dans le sol.",,,,,"took an axe, and with one blow struck an anvil into the ground."
"Je ferai mieux, dit le jeune homme en s'approchant d'une autre enclume.",,,,,"I can do better than that, said the youth, and went to the other anvil."
"Le vieux se plaça à côté de lui,",,,,,"The old man placed himself near and wanted to look on,"
laissant pendre sa barbe blanche.,,,,,and his white beard hung down.
"Le garçon prit la hache,",,,,,"Then the youth seized the axe,"
fendit l'enclume d'un seul coup et y coinça la barbe du vieux.,,,,,"split the anvil with one blow, and struck the old man's beard in with it."
"Et voilà! je te tiens! dit-il, à toi de mourir maintenant!",,,,,"Now I have thee, said the youth. Now it is thou who will have to die."
Il saisit une barre de fer et se mit à rouer de coups le vieux jusqu'à ce que celui-ci éclatât en lamentations et le suppliât de s'arrêter en lui promettant mille trésors.,,,,,"Then he seized an iron bar and beat the old man till he moaned and entreated him to stop, and he would give him great riches."
"Le jeune homme débloqua la hache et libéra le vieux qui le reconduisit au château et lui montra, dans une cave, trois caisses pleines d'or.",,,,,"The old man led him back into the castle, and in a cellar showed him three chests full of gold."
"Il y en a une pour les pauvres,",,,,,"Of these, said he, one part is for the poor,"
"une pour le roi et la troisième sera pour toi, lui dit-il.",,,,,"the other for the king, the third is thine."
"Sur quoi, une heure sonna et le méchant esprit disparut.",,,,,"In the meantime it struck twelve, and the spirit disappeared;"
Le garçon se trouvait au milieu d'une profonde obscurité.,,,,,"the youth, therefore, was left in darkness."
"Il faudra bien que je m'en sorte, dit-il.",,,,,"I shall still be able to find my way out, said he,"
"Il tâtonna autour de lui,",,,,,"and felt about,"
retrouva le chemin de sa chambre et s'endormit auprès de son feu.,,,,,"found the way into the room, and slept there by his fire."
"Au matin, le roi arriva et dit:",,,,,Next morning the King came and said
"Alors, as-tu appris à frissonner?",,,,,Now thou must have learnt what shuddering is?
"Non, répondit le garçon, je ne sais toujours pas.",,,,,"No, he answered; what can it be?"
J'ai vu mon cousin mort et un homme barbu est venu qui m'a montré beaucoup d'or.,,,,,"My dead cousin was here, and a bearded man came and showed me a great deal of money down below,"
Mais personne ne m'a dit ce que signifie frissonner.,,,,,but no one told me what it was to shudder.
Le roi dit alors:,,,,,"Then, said the King,"
Tu as libéré le château de ses fantômes et tu épouseras ma fille.,,,,,"thou hast delivered the castle, and shalt marry my daughter."
"Bonne chose! répondit-il, mais je ne sais toujours pas frissonner.",,,,,"That is all very well, said he, but still I do not know what it is to shudder."
On alla chercher l'or et les noces furent célébrées.,,,,,Then the gold was brought up and the wedding celebrated;
Mais le jeune roi continuait à dire:,,,,,"but howsoever much the young king loved his wife, and however happy he was, he still said always"
"Si seulement j'avais peur,",,,,,If I could but shudder
si seulement je pouvais frissonner!,,,,,If I could but shudder.
La reine finit par en être contrariée.,,,,,And at last she was angry at this.
Sa camériste dit: Je vais l'aider à frissonner!,,,,,"Her waiting-maid said, I will find a cure for him;"
Je vais l'aider à frissonner!,,,,,he shall soon learn what it is to shudder.
Elle se rendit sur les bords du ruisseau qui coulait dans le jardin et se fit donner un plein seau de goujons.,,,,,"She went out to the stream which flowed through the garden, and had a whole bucketful of gudgeons brought to her."
"Durant la nuit, alors que son époux dormait,",,,,,"At night when the young king was sleeping,"
"la princesse retira les couvertures et versa sur lui l'eau et les goujons,",,,,,"his wife was to draw the clothes off him and empty the bucketful of cold water with the gudgeons in it over him,"
si bien que les petits poissons frétillaient tout autour de lui.,,,,,so that the little fishes would sprawl about him.
Il s'éveilla et cria:,,,,,"When this was done, he woke up and cried"
"Ah! comme je frissonne, chère femme!",,,,,"Oh, what makes me shudder so? What makes me shudder so, dear wife?"
"Ah! Oui, maintenant je sais ce que c'est que de frissonner.",,,,,Ah! now I know what it is to shudder!
